Id,y
10000,-66.00242349023156
10001,451.40650440115326
10002,-461.6764170602977
10003,40.50120875372457
10004,-126.74472245403831
10005,-342.5345518192521
10006,-396.55554211358844
10007,335.54127907908713
10008,-99.5124208706248
10009,304.8125398062758
10010,68.89453048978565
10011,412.3691954559076
10012,54.942371024767795
10013,-17.005550754780042
10014,-597.8499575722615
10015,443.5022887864138
10016,144.77448697804283
10017,-57.41116367253717
10018,134.38782757746287
10019,-108.98377598910909
10020,153.82482842506744
10021,611.7359836022026
10022,588.3896503384226
10023,-131.01679995801942
10024,-61.135621141228526
10025,-374.2484953169717
10026,74.15799307965392
10027,137.4383787361033
10028,420.0866117967907
10029,196.76562571344522
10030,268.4428498005328
10031,638.4749102511093
10032,127.37873138691765
10033,1.3491187584000954
10034,22.710453177406453
10035,342.2395345225647
10036,307.70396697417164
10037,348.13820870094173
10038,-168.65286130735367
10039,-20.221130904617663
10040,-551.7499275731099
10041,-429.9718040667414
10042,261.89195870674246
10043,389.82042612922066
10044,-96.16562227356589
10045,-210.7108012563268
10046,278.8818687840128
10047,-427.4533010310482
10048,-172.9032529175694
10049,467.2643783557834
10050,-631.5587355874396
10051,-355.53165933817723
10052,143.17327553860372
10053,69.19920259894153
10054,275.58827397672695
10055,-263.1886122041034
10056,167.49830723241152
10057,104.57789589014129
10058,230.0700866100768
10059,20.98802664457661
10060,-4.822581262501895
10061,-201.92294081063767
10062,560.0639265657703
10063,55.28847625244828
10064,671.3015746918336
10065,-493.74873828522874
10066,-279.35303673259153
10067,-53.71252761314621
10068,379.69819550097577
10069,315.0714108579839
10070,169.13001732614217
10071,-271.59930326900985
10072,783.8022226750342
10073,44.57731151554809
10074,57.4067800545791
10075,-161.0782741430688
10076,-220.66957847885686
10077,223.24129442929097
10078,352.66559554375596
10079,13.163291366266495
10080,-461.9941469857305
10081,305.37214669142463
10082,-230.59656173860986
10083,359.0744432425437
10084,-430.2605633759205
10085,-115.5488220554646
10086,-88.96006387867362
10087,-488.29018980804244
10088,-139.35033854713595
10089,57.33880810852611
10090,-190.3362427216643
10091,-6.508092914823916
10092,189.29107774701794
10093,346.6036781856559
10094,871.6273206485914
10095,-147.01353738653913
10096,443.48993777943065
10097,-30.498432974438384
10098,185.46345753445786
10099,-119.91717151732698
10100,43.57523800180914
10101,58.3185715522427
10102,-197.1524682983984
10103,-70.47160678841215
10104,-342.8460532886668
10105,-29.23358987371635
10106,49.52292929610337
10107,-16.246144137912037
10108,33.775069261607086
10109,-68.88307748324105
10110,25.863399493695614
10111,-617.3142842716961
10112,-185.90441301194903
10113,323.7831061093876
10114,-35.66219572212694
10115,-733.5297711613835
10116,-240.7385626473594
10117,-381.97314662424867
10118,75.31994462169428
10119,36.61032645911622
10120,-28.75627022502435
10121,-481.1606279685897
10122,408.85023042298985
10123,-765.0217471991634
10124,178.07269651637156
10125,-7.6498793856715785
10126,134.7968462337588
10127,-477.45851421286943
10128,-248.70625301323685
10129,-361.88465722386394
10130,-18.75561174855387
10131,7.795604374433712
10132,-109.10598972538506
10133,-63.07374524219507
10134,591.8231837349167
10135,259.61263369662925
10136,-279.8658320087668
10137,93.22535940051861
10138,-427.2873154191351
10139,84.38656633089873
10140,-311.54463064415785
10141,11.419268612559936
10142,-297.8314684235839
10143,-331.92897096864414
10144,656.0132305257313
10145,-476.6626813650553
10146,361.1940451337729
10147,-150.18526861192265
10148,299.94671902432594
10149,-191.72143219270595
10150,151.94999511611925
10151,-64.67275781576603
10152,351.2448616306332
10153,-370.6364457562721
10154,349.22498178611033
10155,273.5246096168016
10156,783.1971843196875
10157,-124.23788973573869
10158,-155.22004432990852
10159,-506.95564938641166
10160,201.6932123856166
10161,-415.1740571596375
10162,-348.1651051695653
10163,-201.952241086811
10164,-658.9504470533369
10165,179.34640168171492
10166,124.06925816168774
10167,-209.1502535520168
10168,213.7051347740057
10169,-82.11721023809014
10170,-97.11026989727202
10171,124.26800574647919
10172,50.28991565714426
10173,538.743959281337
10174,630.0175345543362
10175,217.25927782654395
10176,-491.73374132670864
10177,-131.1417511388343
10178,362.39302241729445
10179,-14.363038055408051
10180,-30.261757361676313
10181,-107.3235807672985
10182,-334.06259292967184
10183,299.5063996464325
10184,-103.47221484505498
10185,179.820499467194
10186,122.20070887900742
10187,86.58037161690797
10188,386.48256056699233
10189,-613.3611745045832
10190,-269.8163873834616
10191,260.73145126228644
10192,-44.62016128042859
10193,-159.15717576416642
10194,-145.24559879357503
10195,447.22821487599936
10196,476.35698596959395
10197,121.79421345327253
10198,-1.5356790561067832
10199,410.744096538779
10200,90.82809979964615
10201,150.0733695684503
10202,24.033652961547705
10203,273.88663405362865
10204,-154.52926038025163
10205,42.58890150706537
10206,617.3417063168567
10207,38.93936076142802
10208,-91.4361011949031
10209,225.3532747739113
10210,151.05827577085674
10211,-86.91664773646036
10212,-101.7178895800724
10213,161.93776502605465
10214,357.870414103544
10215,32.145978186554856
10216,-379.1453992002919
10217,-165.9421322236712
10218,257.4539216945411
10219,-124.83850779184166
10220,47.084514722991074
10221,-67.05065138980305
10222,287.17334413416364
10223,836.2674277701619
10224,-78.73329260205509
10225,-293.00922915219587
10226,284.91632646225537
10227,377.95143200822884
10228,-473.9426195897214
10229,-538.8094549766024
10230,-372.90475040318853
10231,-83.37700889968681
10232,157.46205951911247
10233,167.50291456151183
10234,-105.69040574319584
10235,561.1616879176283
10236,-149.35531895746894
10237,196.9668051235232
10238,-33.81991172758089
10239,5.199419882336503
10240,-121.7084229606323
10241,53.473579817377626
10242,531.291893841123
10243,-157.60262258937752
10244,-183.77196239261332
10245,643.8322464256643
10246,17.780306010129127
10247,-92.07939719460185
10248,485.4931646050759
10249,-221.2365786079393
10250,490.60650504846217
10251,-43.67715915424863
10252,139.9332298711762
10253,207.50447442761083
10254,17.092647024359852
